acctno,qty,trandate,tran_channel,price,totamt,orderno,deptdescr
PLHSWGALL,1,2009-12-27,RT,68.85,68.85,CCXZXNRXXXRI,Home Audio
PLHSWGALL,1,2009-12-27,RT,45,45,CCXZXNRXXXRI,Mobile Electronic Accessories
PLHSWGALL,1,2009-12-27,RT,48,48,CCXZXNRXXXRI,Mobile Electronic Accessories
PLHSWGALL,1,2009-12-27,RT,78,78,CCXZXNRXXXRI,Mobile Electronics
PLHPQLYPS,1,2009-12-13,RT,38.85,38.85,CCXKZKIXXXKI,Mobile Electronics
PLHPQLYPS,1,2009-12-13,RT,38.85,38.85,CCXKZKIXXXKI,Mobile Electronics
PLHPQLYPS,1,2009-12-13,RT,45,45,CCXKZKIXXXKI,Mobile Electronics
PLHPYHDAP,1,2009-12-30,RT,690,690,CCXXKKEXXXRI,Home Audio
PLHPYHDAP,1,2009-12-30,RT,8.85,8.85,CCXXKKEXXXRI,Mobile Electronics
PLHPYHDAP,1,2009-12-30,RT,239.97,239.97,CCXXKRXXXXRI,Home Audio
PLHHGGQYH,1,2009-12-18,IB,449.85,449.85,CRUKIIRUINK,Portable Electronics
PLHHGGQYH,1,2009-12-23,RT,35.97,35.97,CCXZNVZXXXNI,Portable Electronics
PLHHGGQYH,1,2009-12-23,RT,120,120,CCXZNVZXXXNI,Portable Electronics
PLHHGGQYH,1,2009-12-15,RT,38.85,38.85,CCXZCVNXXXVI,Mobile Electronics
PLHHGGQYH,1,2009-12-15,RT,38.85,38.85,CCXZCVNXXXVI,Mobile Electronics
PLHHGGQYH,1,2009-12-15,RT,54,54,CCXZCVNXXXVI,Mobile Electronics
PLHHGGQYH,1,2009-12-15,RT,45,45,CCXZCVNXXXVI,Mobile Electronics
PLHHGGQYH,1,2009-12-23,RT,555,555,CCXCCNUXXXRI,Home Audio
PLHHGGQYH,1,2009-12-23,RT,89.85,89.85,CCXCCNUXXXRI,Small Appliances
PLHHGGQYH,1,2009-12-23,RT,11.97,11.97,CCXCCNUXXXRI,Small Appliances
PLHHGGQYH,1,2009-12-23,RT,89.97,89.97,CCXCCNUXXXRI,Small Appliances
PLYLQSHWW,1,2009-12-14,RT,59.85,59.85,CCXRCRVXXXNI,Portable Electronics
PLYLQSHWW,1,2009-12-14,RT,119.85,119.85,CCXRCRVXXXNI,Home Audio
PLYLQSHWW,1,2009-12-14,RT,28.5,28.5,CCXRCRVXXXNI,Mobile Electronic Accessories
PLYLAWYLS,1,2009-12-19,RT,36,36,CCXRXNRXXXRI,Mobile Electronic Accessories
PLYHDGDWD,1,2009-12-22,IB,119.85,119.85,CRUEINZEEKK,Cameras & Camcorder Accessori
PLYYPPQPQ,1,2009-12-23,RT,387,387,CCXZNNXXXXKX,Small Appliances
PLDWAHQLG,1,2009-12-03,RT,30,30,CCXUZXZXXXRI,Small Appliances
PLDWAHQLG,1,2009-12-03,RT,6,6,CCXUZXZXXXRI,Small Appliances
PLDWAHQLG,1,2009-12-03,RT,6,6,CCXUZXZXXXRI,Small Appliances
PLDWAHQLG,1,2009-12-03,RT,72,72,CCXUZXZXXXRI,Small Appliances
PLDHSQYQQ,1,2009-12-24,RT,1079.9,1079.85,CCXUUZXXXXKI,Home Audio
PLDHSQYQQ,1,2009-12-24,RT,26.97,26.97,CCXUUZXXXXKI,Small Appliances
PLDHSQYQQ,1,2009-12-24,RT,45,45,CCXUUZXXXXKI,Portable Electronics
PLDHSQYQQ,1,2009-12-24,RT,56.97,56.97,CCXUUZXXXXKI,Mobile Electronic Accessories
PGQLLYPQG,1,2009-12-12,RT,79.5,79.5,CCXUENVXXXKI,Mobile Electronic Accessories
PGQLHYHGY,1,2009-12-28,RT,24,24,CCXNUCEXXXVI,Mobile Electronics
PGQLHDASY,1,2009-12-22,RT,30,30,CCXZXNRXXXKI,Mobile Electronics
PGQLHDASY,1,2009-12-22,RT,54,54,CCXZXNRXXXKI,Mobile Electronics
PGQLHDASY,1,2009-12-23,RT,37.5,37.5,CCXZNZXXXXNC,Mobile Electronic Accessories
PGQLHDASY,1,2009-12-23,RT,75,75,CCXZNZXXXXNC,Small Appliances
PGQHPPDLG,1,2009-12-23,RT,35.97,35.97,CCXNZCKXXXNI,Portable Electronics
PGQHPPDLG,1,2009-12-23,RT,78,78,CCXNZCKXXXNI,Small Appliances
PGQYDQDQY,1,2009-12-15,RT,209.85,209.85,CCXIIKRXXXRI,Portable Electronics
PGQYDQDQY,1,2009-12-15,RT,299.85,299.85,CCXIIKRXXXRI,Portable Electronics
PGWQQWYGD,1,2009-12-19,RT,749.85,749.85,CCXUKRIXXXVI,Home Audio
PGWQLLDGP,1,2009-12-10,RT,59.85,59.85,CCXRKKUXXXNI,Mobile Electronics
PGWQLLDGP,1,2009-12-10,RT,44.85,44.85,CCXRKKUXXXNI,Mobile Electronics
PGWQLLDGP,1,2009-12-10,RT,38.85,38.85,CCXRKKUXXXNI,Mobile Electronics
PGWQLLDGP,1,2009-12-18,RT,56.85,56.85,CCXEZVKXXXKI,Mobile Electronics
PGWQLLDGP,1,2009-12-18,RT,21,21,CCXEZVKXXXKI,Mobile Electronic Accessories
PGWQLLDGP,1,2009-12-18,RT,144,144,CCXEZVKXXXKI,Home Audio
PGWWWAQQL,1,2009-12-19,RT,44.85,44.85,CCXZRIIXXXRC,Small Appliances
PGWWLLALW,1,2009-12-14,CB,38.85,38.85,CRVZIZNVVNK,Mobile Electronics
PGWWLLALW,1,2009-12-14,CB,38.85,38.85,CRVZIZNVVNK,Mobile Electronics
PGWWLLALW,1,2009-12-14,CB,89.85,89.85,CRVZIZNVVNK,Mobile Electronics
PGWSWGLAS,1,2009-12-04,RT,135,135,CCXNRCRXXXKC,Portable Electronics
PGWSWGYQP,1,2009-12-04,RT,207,207,CCXERECXXXKI,Portable Electronics
PGWSWGYYH,1,2009-12-18,RT,299.85,299.85,CCXVCCKXXXNI,Portable Electronics
PGWSWGYYH,1,2009-12-18,RT,149.85,149.85,CCXVCCKXXXNI,Small Appliances
PGWSWGYYH,1,2009-12-18,RT,54,54,CCXVCCKXXXNI,Mobile Electronics
PGWSWGYYH,1,2009-12-18,RT,389.85,389.85,CCXVCCKXXXNI,Home Audio
PGWSWGYYH,1,2009-12-18,RT,36,36,CCXVCCKXXXNI,Small Appliances
PGWSWGYYH,1,2009-12-18,RT,30,30,CCXVCCKXXXNI,Small Appliances
PGWSWGYYH,1,2009-12-18,RT,98.85,98.85,CCXVCCKXXXNI,Small Appliances
PGWSWGYYH,1,2009-12-15,RT,299.85,299.85,CCXUNUNXXXRI,Portable Electronics
PGWSWGYYH,1,2009-12-15,RT,149.85,149.85,CCXUNUNXXXRI,Small Appliances
PGWSWGYYH,1,2009-12-15,RT,54,54,CCXUNUNXXXRI,Mobile Electronics
PGWSWGYYH,1,2009-12-15,RT,389.85,389.85,CCXUNUNXXXRI,Home Audio
PGWSWGYYH,1,2009-12-15,RT,98.85,98.85,CCXUNUNXXXRI,Small Appliances
PGWSWHQYS,1,2009-12-15,IB,89.85,89.85,CRVCIVZRIIK,Portable Electronics
PGWSWHQYS,1,2009-12-15,IB,59.85,59.85,CRVCIVZRIIK,Cameras & Camcorder Accessori
PGWSWHQYS,1,2009-12-15,IB,37.5,37.5,CRVCIVZRIIK,Mobile Electronic Accessories
PGWSWHQYS,1,2009-12-15,IB,67.5,67.5,CRVCIVZRIIK,Mobile Electronic Accessories
PGWSWHQYS,1,2009-12-15,IB,72,72,CRVCIVZRIIK,Mobile Electronic Accessories
PGWSWHQYS,1,2009-12-15,IB,27,27,CRVCIVZRIIK,Mobile Electronic Accessories
PGWSWHQYS,1,2009-12-15,IB,58.5,58.5,CRVCIVZRIIK,Mobile Electronic Accessories
PGWSWHQYS,1,2009-12-15,IB,84,84,CRVCIVZRIIK,Mobile Electronic Accessories
PGWLWWWHA,1,2009-12-11,RT,57,57,CCXEZUKXXXKI,Mobile Electronic Accessories
PGWLWWWHA,1,2009-12-11,RT,59.85,59.85,CCXEZUKXXXKI,Mobile Electronics
PGWLWWWHA,1,2009-12-11,RT,135,135,CCXEZUKXXXKI,Mobile Electronic Accessories
PGWLWWWHA,1,2009-12-11,RT,117,117,CCXEZUKXXXKI,Mobile Electronic Accessories
PGWLWWWHA,1,2009-12-11,RT,28.5,28.5,CCXEZUKXXXKI,Mobile Electronic Accessories
PGWLWWWHA,1,2009-12-11,RT,60,60,CCXEZUKXXXKI,Small Appliances
PGWLWWWHA,1,2009-12-11,RT,108,108,CCXEZUKXXXKI,Small Appliances
PGWLPLWWS,1,2009-12-08,IB,149.85,149.85,CRVKIKKVCUK,Small Appliances
PGWGWSYQP,3,2009-12-19,CB,179.85,539.55,CRURXXNXNIN,Cameras & Camcorder Accessori
PGWHSLPLY,1,2009-12-23,RT,60,60,CCXXCCVXXXVC,Mobile Electronic Accessories
PGWHSLPLY,1,2009-12-23,RT,41.97,41.97,CCXXCCVXXXVC,Mobile Electronics
PGWHSLPLY,1,2009-12-23,RT,539.85,539.85,CCXXCCVXXXVC,Home Audio
PGWHSLPLY,1,2009-12-23,RT,72,72,CCXXCCVXXXVC,Mobile Electronic Accessories
PGWHSLPLY,1,2009-12-23,RT,36,36,CCXXCCVXXXVC,Small Appliances
PGWHSLPLY,1,2009-12-23,RT,30,30,CCXXCCVXXXVC,Small Appliances
PGWHSLPLY,1,2009-12-23,RT,30,30,CCXXCCVXXXVC,Small Appliances
PGWHSLPLY,1,2009-12-23,RT,30,30,CCXXCCVXXXVC,Small Appliances
PGWDWGWPQ,1,2009-12-03,RT,239.85,239.85,CCXXVUXXXXKI,Home Audio
PGWDWGDPA,1,2009-12-14,CB,228,228,CRVZIIEIIZK,Cameras & Camcorder Accessori
PGAWSWHAS,1,2009-12-21,RT,126,126,CCXEZKKXXXVI,Small Appliances
PGAWSWHAS,1,2009-12-21,RT,69,69,CCXEZKKXXXVI,Small Appliances
PGAWSWHAS,1,2009-12-21,RT,18,18,CCXEZKKXXXVI,Small Appliances
PGAWSWHAS,1,2009-12-21,RT,54,54,CCXEZKKXXXVI,Small Appliances
PGAWLHWDD,1,2009-12-16,RT,58.5,58.5,CCXRVKZXXXKI,Mobile Electronic Accessories
PGAALWSQH,1,2009-12-27,RT,59.85,59.85,CCXUUZVXXXRI,Small Appliances
PGAALWSQH,1,2009-12-27,RT,48,48,CCXUUZVXXXRI,Small Appliances
PGAALWSQH,1,2009-12-27,RT,114,114,CCXUUZVXXXRI,Mobile Electronics
PGAPQWPHA,1,2009-12-29,IB,374.85,374.85,CRERICNNEVK,Portable Electronics
PGAGWYPHW,1,2009-12-19,RT,45,45,CCXZUXUXXXRI,Small Appliances
PGAGWYPHW,1,2009-12-19,RT,79.5,79.5,CCXZUXUXXXRI,Mobile Electronic Accessories
PGAGWYPHW,1,2009-12-19,RT,36,36,CCXZUXUXXXRI,Small Appliances
PGAGWYPHW,1,2009-12-19,RT,1499.9,1499.85,CCXZUXUXXXRI,Home Audio
PGAGWYDHG,1,2009-12-18,RT,59.85,59.85,CCXINKUXXXNC,Portable Electronics
PGAGWYDHG,1,2009-12-18,RT,1439.9,1439.85,CCXINKUXXXNC,Portable Electronics
PGAYGDYLQ,1,2009-12-28,RT,44.97,44.97,CCXRKXVXXXNC,Mobile Electronic Accessories
PGSQYDLLH,1,2009-12-01,CB,119.85,119.85,CRRUIZEXNXK,Cameras & Camcorder Accessori
PGSQYDLLH,1,2009-12-05,CB,87,87,CRRCINCRNUK,Mobile Electronics
PGSQYDLLH,1,2009-12-12,RT,79.5,79.5,CCXRUURXXXNI,Mobile Electronic Accessories
PGSPQALLA,1,2009-12-15,RT,30,30,CCXERUVXXXKI,Mobile Electronics
PGSPQALLA,1,2009-12-15,RT,36,36,CCXERUVXXXKI,Mobile Electronics
PGSPQALLA,1,2009-12-15,RT,54,54,CCXERUVXXXKI,Mobile Electronics
PGSHAHPLS,1,2009-12-04,RT,18,18,CCXUCZZXXXRI,Small Appliances
PGSHAHPLS,1,2009-12-04,RT,31.5,31.5,CCXUCZZXXXRI,Mobile Electronic Accessories
PGSHAHPLS,1,2009-12-04,RT,14.97,14.97,CCXUCZZXXXRI,Mobile Electronic Accessories
PGSDHGDSG,1,2009-12-04,RT,89.85,89.85,CCXKEKZXXXNX,Small Appliances
PGSDHGDSG,1,2009-12-04,RT,37.5,37.5,CCXKEKZXXXNX,Mobile Electronic Accessories
PGPQPYLSH,1,2009-12-24,RT,119.85,119.85,CCXUUNUXXXNI,Home Audio
PGPQGDYWP,1,2009-12-08,RT,59.85,59.85,CCXRRIKXXXVI,Small Appliances
PGPQGDYWP,1,2009-12-08,RT,29.85,29.85,CCXRRIKXXXVI,Small Appliances
PGPPDGYAH,1,2009-12-15,RT,108,108,CCXUKCCXXXRI,Small Appliances
PGPLADGSL,1,2009-12-11,RT,126,126,CCXKKRIXXXKX,Small Appliances
PGPLADGSL,1,2009-12-11,RT,90,90,CCXKKRIXXXKX,Small Appliances
PGPLADGSL,1,2009-12-11,RT,81,81,CCXKKRIXXXKX,Small Appliances
PGPLADGSL,1,2009-12-11,RT,147,147,CCXKKRIXXXKX,Portable Electronics
PGPLSLPLD,1,2009-12-21,RT,41.97,41.97,CCXUNEIXXXNI,Mobile Electronics
PGPLSLPLD,1,2009-12-21,RT,54,54,CCXUNEIXXXNI,Mobile Electronics
PGPLSLPLD,1,2009-12-21,RT,144,144,CCXUNEIXXXNI,Mobile Electronics
PGPLSLPLD,1,2009-12-21,RT,576,576,CCXUNEIXXXNI,Mobile Electronics
PGPLLPQGA,1,2009-12-10,IB,149.85,149.85,CRVVICXRKEK,Portable Electronics
PGPHQSDLY,1,2009-12-21,RT,63,63,CCXNVICXXXNI,Small Appliances
PGPHYSDLQ,1,2009-12-12,RT,49.5,49.5,CCXXREUXXXNI,Mobile Electronic Accessories
PGPHYSDLQ,1,2009-12-12,RT,58.5,58.5,CCXXREUXXXNI,Mobile Electronic Accessories
PGPHYSDLQ,1,2009-12-12,RT,2099.9,2099.85,CCXXREUXXXNI,Home Audio
PGPHYSDLQ,1,2009-12-12,RT,24,24,CCXXREUXXXNI,Small Appliances
PGPHYSDLQ,1,2009-12-12,RT,54,54,CCXXREUXXXNI,Mobile Electronic Accessories
PGPHYSDLQ,1,2009-12-30,RT,209.85,209.85,CCXKVVIXXXNI,Home Audio
PGPHYSDLQ,1,2009-12-30,RT,26.97,26.97,CCXKVVIXXXNI,Mobile Electronic Accessories
PGPHYSDLQ,1,2009-12-30,RT,35.97,35.97,CCXKVVIXXXNI,Mobile Electronic Accessories
PGPDLAPPD,1,2009-12-08,RT,30,30,CCXRNRXXXXNI,Small Appliances
PGPDLAPPD,1,2009-12-08,RT,57,57,CCXRNRXXXXNI,Small Appliances
PGPDLAPPD,1,2009-12-08,RT,749.85,749.85,CCXRNRXXXXNI,Home Audio
PGPDLAPPD,1,2009-12-08,RT,24,24,CCXRNRXXXXNI,Small Appliances
PGPDLAPPD,1,2009-12-08,RT,24,24,CCXRNRXXXXNI,Small Appliances
PGPDLAPPD,1,2009-12-08,RT,24,24,CCXRNRXXXXNI,Small Appliances
PGPDGSADH,1,2009-12-14,CB,147,147,CRVZIUUZNKK,Cameras & Camcorder Accessori
PGLQALDPY,1,2009-12-12,RT,540,540,CCXIXUUXXXRI,Home Audio
PGLQALDPY,1,2009-12-08,RT,89.85,89.85,CCXIIXUXXXVI,Small Appliances
PGLQALDPY,1,2009-12-08,RT,54,54,CCXIIXUXXXVI,Small Appliances
PGLADLQGW,1,2009-12-14,RT,49.5,49.5,CCXKCNEXXXKI,Mobile Electronic Accessories
PGLSDLSDQ,1,2009-12-12,RT,74.85,74.85,CCXRCZZXXXNC,Portable Electronics
PGLSDLSDQ,1,2009-12-12,RT,53.85,53.85,CCXRCZZXXXNC,Portable Electronics
PGLSDLSDQ,1,2009-12-21,RT,149.85,149.85,CCXEIIUXXXRI,Home Audio
PGLLAWDAQ,1,2009-12-16,RT,239.85,239.85,CCXVVZCXXXVI,Home Audio
PGLHSQASA,1,2009-12-10,RT,15,15,CCXCVEKXXXKI,Small Appliances
PGLHSQASA,1,2009-12-10,RT,54,54,CCXCVEKXXXKI,Small Appliances
PGLHSQASA,1,2009-12-10,RT,389.85,389.85,CCXCVEKXXXKI,Home Audio
PGLHSQASA,1,2009-12-10,RT,69,69,CCXCVEKXXXKI,Small Appliances
PGLYDQHLP,1,2009-12-05,IB,59.85,59.85,CRRCIRNKIEK,Mobile Electronics
PGLYDQHLP,2,2009-12-05,IB,90,180,CRRCIRNKIEK,Mobile Electronics
PGLYDQHLP,1,2009-12-05,IB,267,267,CRRCIRNKIEK,Mobile Electronics
PGLYDQHLP,3,2009-12-15,IB,59.85,179.55,CRVCIUECVKK,Mobile Electronics
PGLDWAWSH,1,2009-12-20,RT,14.97,14.97,CCXKKZNXXXNI,Mobile Electronic Accessories
PGLDWAWSH,1,2009-12-20,RT,14.97,14.97,CCXKKZNXXXNI,Mobile Electronic Accessories
PGLDWAWSH,1,2009-12-20,RT,179.85,179.85,CCXKKZNXXXNI,Small Appliances
PGLDWAWSH,1,2009-12-20,RT,179.85,179.85,CCXKKZNXXXNI,Small Appliances
PGLDWAWSH,1,2009-12-20,RT,14.97,14.97,CCXKKZVXXXNI,Mobile Electronic Accessories
PGLDWAWSH,1,2009-12-20,RT,42,42,CCXKKZVXXXNI,Mobile Electronic Accessories
PGLDWAWSH,1,2009-12-20,RT,89.85,89.85,CCXKKZVXXXNI,Small Appliances
PGLDSLAPL,1,2009-12-18,RT,79.5,79.5,CCXRZXEXXXKI,Mobile Electronic Accessories
PGLDDGLWQ,1,2009-12-21,RT,359.85,359.85,CCXIVVKXXXKI,Portable Electronics
PGGSQLAAP,1,2009-12-15,RT,117,117,CCXIEUZXXXRX,Small Appliances
PGGSQLAAP,1,2009-12-15,RT,90,90,CCXIEUZXXXRX,Small Appliances
PGGYDYLAL,1,2009-12-19,RT,149.85,149.85,CCXIKZUXXXKI,Mobile Electronics
PGGYDYLAL,1,2009-12-19,RT,14.85,14.85,CCXIKZUXXXKI,Home Audio
PGGYDYLAL,1,2009-12-19,RT,38.85,38.85,CCXIKZUXXXKI,Mobile Electronics
PGGYDYHGP,1,2009-12-12,RT,79.5,79.5,CCXRUCXXXXNX,Mobile Electronic Accessories
PGGYDYHGP,1,2009-12-12,RT,89.85,89.85,CCXRUCXXXXNX,Small Appliances
PGGYDYDGA,1,2009-12-15,RT,59.85,59.85,CCXIEXNXXXRC,Mobile Electronics
PGGYDYDGA,1,2009-12-15,RT,89.85,89.85,CCXIEXNXXXRC,Mobile Electronic Accessories
PGGYDYDGA,1,2009-12-15,RT,38.85,38.85,CCXIEXNXXXRC,Mobile Electronics
PGGYDYDGA,1,2009-12-15,RT,38.85,38.85,CCXIEXNXXXRC,Mobile Electronics
PGGYDYDGA,1,2009-12-15,RT,38.85,38.85,CCXIEXNXXXRC,Mobile Electronics
PGGYDYDGA,1,2009-12-15,RT,38.85,38.85,CCXIEXNXXXRC,Mobile Electronics
PGGYDYDGA,1,2009-12-15,RT,53.97,53.97,CCXIEXNXXXRC,Mobile Electronics
PGGYDYDGA,1,2009-12-15,RT,59.85,59.85,CCXIEXNXXXRC,Portable Electronics
PGGYDYDGA,1,2009-12-15,RT,79.5,79.5,CCXIEXNXXXRC,Mobile Electronic Accessories
PGGYDYDGA,1,2009-12-15,RT,58.5,58.5,CCXIEXNXXXRC,Mobile Electronic Accessories
PGGYDYDGA,1,2009-12-15,RT,58.5,58.5,CCXIEXNXXXRC,Mobile Electronic Accessories
PGGYDYDGA,1,2009-12-15,RT,45,45,CCXIEXNXXXRC,Mobile Electronics
PGHAPLGDA,1,2009-12-19,IB,209.85,209.85,CRURIZUIICK,Cameras & Camcorder Accessori
PGHAPGGPW,1,2009-12-11,RT,38.85,38.85,CCXRERKXXXVC,Small Appliances
PGHAPGGPW,1,2009-12-11,RT,114,114,CCXRERKXXXVC,Mobile Electronics
PGHAPDLDL,1,2009-12-24,RT,288,288,CCXNKKUXXXVC,Portable Electronics
PGHAPDLDL,1,2009-12-24,RT,207,207,CCXNKKUXXXVC,Portable Electronics
PGHAPDGPL,1,2009-12-19,IB,59.85,59.85,CRURIIUIIXK,Home Audio
PGHAPDGPL,1,2009-12-19,IB,58.5,58.5,CRURIIUIIXK,Mobile Electronic Accessories
PGHAPDGPL,1,2009-12-19,IB,89.85,89.85,CRURIIUIIXK,Mobile Electronics
PGHAPDGPL,1,2009-12-20,IB,38.85,38.85,CRUVIVRRIRK,Mobile Electronics
PGHAPDGPL,1,2009-12-20,IB,38.85,38.85,CRUVIVRRIRK,Mobile Electronics
PGHAPDGPL,1,2009-12-20,IB,38.85,38.85,CRUVIUIKXNK,Mobile Electronics
PGHAPDGPL,1,2009-12-20,IB,38.85,38.85,CRUVIUIKXNK,Mobile Electronics
PGHALALWG,1,2009-12-18,RT,41.85,41.85,CCXRZIIXXXKI,Mobile Electronic Accessories
PGHALALWG,1,2009-12-18,RT,79.5,79.5,CCXRZIIXXXKI,Mobile Electronic Accessories
PGYHDSLDW,1,2009-12-19,RT,15,15,CCXZVERXXXRI,Small Appliances
PGYHDSLDW,1,2009-12-19,RT,449.85,449.85,CCXZVERXXXRI,Home Audio
PGYHDYSGY,1,2009-12-04,RT,79.5,79.5,CCXUCUKXXXRI,Mobile Electronic Accessories
PGYHDYSGY,1,2009-12-04,RT,74.85,74.85,CCXUCUKXXXRI,Home Audio
PGYYQALPW,1,2009-12-20,RT,79.5,79.5,CCXXXUUXXXVI,Mobile Electronic Accessories
PGYYQAGDD,1,2009-12-09,RT,32.85,32.85,CCXRUUZXXXNI,Mobile Electronic Accessories
PGYYQSWSL,1,2009-12-04,RT,59.85,59.85,CCXVUERXXXKC,Portable Electronics
PGYYQSWSL,1,2009-12-04,RT,59.85,59.85,CCXVUERXXXKC,Home Audio
PGYYQSWSL,1,2009-12-18,RT,48,48,CCXECXEXXXKI,Small Appliances
PGYYQSWSL,1,2009-12-18,RT,126,126,CCXECXEXXXKI,Small Appliances
PGYYQSWHG,1,2009-12-21,RT,48,48,CCXXRNRXXXVI,Small Appliances
PGYYQSWHG,1,2009-12-19,RT,288,288,CCXINICXXXKI,Portable Electronics
PGYYQSWHG,1,2009-12-19,RT,237,237,CCXINICXXXKI,Portable Electronics
PGYYQSWHG,1,2009-12-19,RT,207,207,CCXINICXXXKI,Portable Electronics
PGYYQSWHG,1,2009-12-19,RT,54,54,CCXINICXXXKI,Small Appliances
PGYYQSSHP,1,2009-12-30,RT,26.97,26.97,CCXNZKXXXXVC,Mobile Electronics
PGYYQSSHP,1,2009-12-30,RT,59.97,59.97,CCXNZKXXXXVC,Portable Electronics
PGYYQSSHP,1,2009-12-30,RT,59.97,59.97,CCXNZKXXXXVC,Mobile Electronic Accessories
PGYYQSSHP,1,2009-12-12,RT,899.85,899.85,CCXUEKVXXXKI,Home Audio
PGYYQSLWL,1,2009-12-09,RT,72,72,CCXVVEXXXXRC,Small Appliances
PGYYQSLYQ,1,2009-12-29,RT,120,120,CCXIXCRXXXVI,Home Audio
PGYYQSLYQ,1,2009-12-29,RT,126,126,CCXIXCRXXXVI,Home Audio
PGYYQSLYQ,1,2009-12-29,RT,146.97,146.97,CCXIXCRXXXVI,Home Audio
PGYYQPWGG,1,2009-12-11,CB,149.85,149.85,CRVUIINUCCK,Small Appliances
PGYYQPWGG,1,2009-12-15,RT,47.85,47.85,CCXZKEIXXXKI,Portable Electronics
PGYYQPWGG,1,2009-12-15,RT,149.85,149.85,CCXZKEIXXXKI,Small Appliances
PGYYQPSGP,1,2009-12-24,RT,119.85,119.85,CCXCEICXXXRC,Small Appliances
PGYYQPHGQ,1,2009-12-15,RT,539.85,539.85,CCXKZRIXXXKC,Home Audio
PGYYQPHHY,1,2009-12-21,RT,89.85,89.85,CCXNUXVXXXKC,Home Audio
PGYYQPHHY,1,2009-12-15,RT,59.85,59.85,CCXVVXVXXXVC,Small Appliances
PGYYQPHHY,1,2009-12-15,RT,49.5,49.5,CCXVVXVXXXVC,Mobile Electronic Accessories
PGYYQPHHY,1,2009-12-15,RT,104.85,104.85,CCXVVXVXXXVC,Portable Electronics
PGYYQPHHY,1,2009-12-15,RT,179.85,179.85,CCXVVXVXXXVC,Home Audio
PGYYQLPSH,1,2009-12-16,RT,58.5,58.5,CCXEIZXXXXNC,Mobile Electronic Accessories
PGYYQGSHH,1,2009-12-04,RT,59.85,59.85,CCXNREUXXXKI,Portable Electronics
PGYYQGSHH,1,2009-12-04,RT,89.85,89.85,CCXNREUXXXKI,Portable Electronics
PGYYQGSHH,1,2009-12-04,RT,14.85,14.85,CCXNREUXXXKI,Home Audio
PGYYQGSHH,1,2009-12-04,RT,79.5,79.5,CCXNREUXXXKI,Mobile Electronic Accessories
PGYYQGSHH,1,2009-12-04,RT,58.5,58.5,CCXNREUXXXKI,Mobile Electronic Accessories
PGYYQHSYS,1,2009-12-12,RT,147,147,CCXZKENXXXVC,Portable Electronics
PGYYQHGLG,1,2009-12-20,RT,21,21,CCXNRZVXXXNI,Mobile Electronic Accessories
PGYYQHGLG,1,2009-12-20,RT,21,21,CCXNRZVXXXNI,Mobile Electronic Accessories
PGYYQYSSA,1,2009-12-12,RT,44.85,44.85,CCXUEREXXXKC,Mobile Electronics
PGYYQDQGG,1,2009-12-22,RT,269.85,269.85,CCXEKEKXXXNC,Home Audio
PGYYQDPWS,1,2009-12-13,RT,38.85,38.85,CCXEUKXXXXNC,Mobile Electronics
PGYYQDPWS,1,2009-12-13,RT,38.85,38.85,CCXEUKXXXXNC,Mobile Electronics
PGYYQDPWS,1,2009-12-13,RT,24,24,CCXEUKXXXXNC,Mobile Electronics
PGYYQDPWS,1,2009-12-13,RT,54,54,CCXEUKXXXXNC,Mobile Electronics
PGYYQDPWS,1,2009-12-13,RT,54,54,CCXEUKXXXXNC,Mobile Electronics
PGYYLAAGP,1,2009-12-21,RT,59.85,59.85,CCXUZIIXXXNC,Small Appliances
PGYYLAAGP,1,2009-12-21,RT,74.85,74.85,CCXUZIIXXXNC,Portable Electronics
PGYYHAGQW,1,2009-12-04,RT,54,54,CCXRVZKXXXRC,Mobile Electronic Accessories
PGYYHAGQW,1,2009-12-04,RT,59.85,59.85,CCXRVZKXXXRC,Small Appliances
PGYYHAGQW,1,2009-12-04,RT,60,60,CCXRVZKXXXRC,Small Appliances
PGDSLWHQP,1,2009-12-04,RT,59.85,59.85,CCXVUUCXXXKC,Portable Electronics
PGDSLWHQP,1,2009-12-04,RT,59.85,59.85,CCXVUUCXXXKC,Home Audio
PGDHQSQHY,1,2009-12-17,IB,59.85,59.85,CRUNIKCVNNK,Portable Electronics
PGDHQSQHY,1,2009-12-17,IB,89.85,89.85,CRUNIKCVNNK,Portable Electronics
PGDYQYHHY,1,2009-12-16,RT,30,30,CCXUVKZXXXRI,Mobile Electronic Accessories
PGDYQYHHY,1,2009-12-16,RT,48,48,CCXUVKZXXXRI,Mobile Electronic Accessories
PGDYQYHHY,1,2009-12-16,RT,21,21,CCXUVKZXXXRI,Mobile Electronic Accessories
PGDYQYHHY,1,2009-12-16,RT,44.85,44.85,CCXUVKZXXXRI,Small Appliances
PGDDYQDLH,1,2009-12-22,RT,75,75,CCXUXVNXXXKI,Small Appliances
PHQQSSLWL,1,2009-12-01,RT,89.85,89.85,CCXENERXXXKI,Mobile Electronics
PHQQSSLWL,1,2009-12-01,RT,30,30,CCXENERXXXKI,Small Appliances
PHQQSSLWL,1,2009-12-01,RT,84,84,CCXENERXXXKI,Small Appliances
PHQQSSLWL,1,2009-12-01,RT,89.85,89.85,CCXENERXXXKI,Small Appliances
PHQQLDYWH,1,2009-12-07,RT,31.5,31.5,CCXIENCXXXVI,Mobile Electronics
